Job ID,parent,MB-seconds,vcore-seconds,AM Host,WF-Type,WF-Name,Application-Name,Uber job,Number of maps,Number of reduces,Job state,Counters,FILE Number of bytes read,FILE Number of bytes written,FILE Number of read operations,FILE Number of large read operations,FILE Number of write operations,HDFS Number of bytes read,HDFS Number of bytes written,HDFS Number of read operations,HDFS Number of large read operations,HDFS Number of write operations,Launched map tasks,Other local map tasks,Total time spent by all maps in occupied slots ms,TOTAL_LAUNCHED_UBERTASKS,NUM_UBER_SUBMAPS,Total time spent by all map tasks ms,Total vcore-seconds taken by all map tasks,Total megabyte-seconds taken by all map tasks,Map input records,Map output records,Input split bytes,Spilled Records,Failed Shuffles,Merged Map outputs,GC time elapsed ms,CPU time spent ms,Physical memory bytes snapshot,Virtual memory bytes snapshot,Total committed heap usage bytes,Bytes Read,Bytes Written,Application-Type,Start-Time,Finish-Time
_1462211675523_227158,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,6291650,1,1,1258330,1258330,6442649600,1,0,67,0,0,0,372,17740,339865600,1361195008,497549312,0,0,,,
_1462211675523_237620,,164206,29,hadoop06,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,57565,1,1,11513,11513,58946560,1,0,67,0,0,0,101,6870,314384384,1344270336,510656512,0,0,MAPREDUCE,1463686431847,1463686455227
_1462211675523_217909,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,33375,1,1,6675,6675,34176000,1,0,67,0,0,0,119,6730,312524800,1362010112,510132224,0,0,,,
_1462211675523_243190,,634754,112,hadoop02,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,476220,1,1,95244,95244,487649280,1,0,67,0,0,0,325,8690,311840768,1358962688,506986496,0,0,MAPREDUCE,1463738905995,1463739011942
_1462211675523_231790,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,61180,1,1,12236,12236,62648320,1,0,67,0,0,0,159,4580,304627712,1359167488,508035072,0,0,,,
_1462211675523_220291,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,3493565,1,1,698713,698713,3577410560,1,0,67,0,0,0,163,12260,328409088,1355808768,502267904,0,0,,,
_1462211675523_206082,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,1332755,1,1,266551,266551,1364741120,1,0,67,0,0,0,120,8890,323989504,1374523392,497025024,0,0,,,
_1462211675523_223183,,,,,,,,true,1,0,SUCCEEDED,31,0,119541,0,0,0,118685,167090,311,0,8,1,1,10316525,1,1,2063305,2063305,10564121600,1,0,67,0,0,0,328,23180,358289408,1360789504,473956352,0,0,,,
_1462211675523_213589,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,10402920,1,1,2080584,2080584,10652590080,1,0,67,0,0,0,340,24340,358981632,1361530880,456130560,0,0,,,
_1462211675523_222238,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,59230,1,1,11846,11846,60651520,1,0,67,0,0,0,92,4370,297029632,1362952192,508559360,0,0,,,
_1462211675523_217541,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,3037050,1,1,607410,607410,3109939200,1,0,67,0,0,0,372,13440,325746688,1355784192,495452160,0,0,,,
_1462211675523_223715,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,533365,1,1,106673,106673,546165760,1,0,67,0,0,0,138,8780,313245696,1358446592,511705088,0,0,,,
_1462211675523_220285,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,55415,1,1,11083,11083,56744960,1,0,67,0,0,0,105,4480,292102144,1356611584,508035072,0,0,,,
_1462211675523_213601,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,812575,1,1,162515,162515,832076800,1,0,67,0,0,0,287,10500,312995840,1359753216,509083648,0,0,,,
_1462211675523_214868,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,531680,1,1,106336,106336,544440320,1,0,67,0,0,0,176,8060,313126912,1363918848,506986496,0,0,,,
_1462211675523_235241,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,59845,1,1,11969,11969,61281280,1,0,67,0,0,0,141,7110,312459264,1348202496,508035072,0,0,,,
_1462211675523_244342,,147085,26,hadoop02,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,57430,1,1,11486,11486,58808320,1,0,67,0,0,0,187,6820,319414272,1366290432,510132224,0,0,MAPREDUCE,1463749398700,1463749418065
_1462211675523_227321,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,396285,1,1,79257,79257,405795840,1,0,67,0,0,0,328,8590,320598016,1365893120,511180800,0,0,,,
_1462211675523_217145,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167034,311,0,8,1,1,3624390,1,1,724878,724878,3711375360,1,0,67,0,0,0,393,14930,334901248,1372319744,514326528,0,0,,,
_1462211675523_220135,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2564430,1,1,512886,512886,2625976320,1,0,67,0,0,0,325,13810,329424896,1364078592,484442112,0,0,,,
_1462211675523_221420,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,547895,1,1,109579,109579,561044480,1,0,67,0,0,0,270,9920,315629568,1368567808,509083648,0,0,,,
_1462211675523_216735,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,718690,1,1,143738,143738,735938560,1,0,67,0,0,0,208,9870,317558784,1349292032,511705088,0,0,,,
_1462211675523_228330,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2065780,1,1,413156,413156,2115358720,1,0,67,0,0,0,249,12060,317636608,1359892480,503316480,0,0,,,
_1462211675523_217228,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2206645,1,1,441329,441329,2259604480,1,0,67,0,0,0,282,10360,337551360,1363742720,501219328,0,0,,,
_1462211675523_228944,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,517285,1,1,103457,103457,529699840,1,0,67,0,0,0,112,7320,315994112,1357152256,506986496,0,0,,,
_1462211675523_234984,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167092,311,0,8,1,1,33773495,1,1,6754699,6754699,34584058880,1,0,67,0,0,0,828,57490,262553600,1359433728,406323200,0,0,,,
_1462211675523_226589,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,7313365,1,1,1462673,1462673,7488885760,1,0,67,0,0,0,292,19870,370089984,1356632064,486014976,0,0,,,
_1462211675523_206804,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,495210,1,1,99042,99042,507095040,1,0,67,0,0,0,138,7610,312238080,1362587648,509083648,0,0,,,
_1462211675523_209947,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,20600,1,1,4120,4120,21094400,1,0,67,0,0,0,64,3980,310816768,1344274432,508035072,0,0,,,
_1462211675523_223659,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,425780,1,1,85156,85156,435998720,1,0,67,0,0,0,206,9000,316579840,1366089728,509083648,0,0,,,
_1462211675523_234082,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,3139675,1,1,627935,627935,3215027200,1,0,67,0,0,0,258,13260,321495040,1344405504,508035072,0,0,,,
_1462211675523_205307,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,18915,1,1,3783,3783,19368960,1,0,67,0,0,0,50,3580,320700416,1364377600,509607936,0,0,,,
_1462211675523_214511,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,3359620,1,1,671924,671924,3440250880,1,0,67,0,0,0,329,15270,391114752,1358704640,510132224,0,0,,,
_1462211675523_214922,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167092,311,0,8,1,1,10836620,1,1,2167324,2167324,11096698880,1,0,67,0,0,0,465,24340,366989312,1344704512,481820672,0,0,,,
_1462211675523_208438,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,2140195,1,1,428039,428039,2191559680,1,0,67,0,0,0,206,10980,319819776,1363046400,502792192,0,0,,,
_1462211675523_215458,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,4238055,1,1,847611,847611,4339768320,1,0,67,0,0,0,424,15230,387948544,1360187392,479199232,0,0,,,
_1462211675523_210273,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,2377255,1,1,475451,475451,2434309120,1,0,67,0,0,0,171,9300,334348288,1360625664,505413632,0,1214,,,
_1462211675523_227015,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2484130,1,1,496826,496826,2543749120,1,0,67,0,0,0,229,12730,320790528,1359851520,483917824,0,384,,,
_1462211675523_208639,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,2739490,1,1,547898,547898,2805237760,1,0,67,0,0,0,128,11920,329564160,1362149376,486014976,0,0,,,
_1462211675523_206254,,,,,,,,true,1,0,SUCCEEDED,31,0,119183,0,0,0,118331,167164,311,0,8,1,1,432305,1,1,86461,86461,442680320,1,0,67,0,0,0,82,6970,312446976,1355337728,508035072,0,0,,,
_1462211675523_224721,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,3215185,1,1,643037,643037,3292349440,1,0,67,0,0,0,342,14400,336338944,1367842816,510132224,0,0,,,
_1462211675523_238461,,4714997,837,hadoop04,hive2,aggregation/aggregate,archiveMTA,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,4097505,1,1,819501,819501,4195845120,1,0,67,0,0,0,416,16430,323100672,1344585728,481296384,0,0,MAPREDUCE,1463695682055,1463696512989
_1462211675523_237061,,16625534,2951,hadoop02,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,14687480,1,1,2937496,2937496,15039979520,1,0,67,0,0,0,416,27240,335908864,1366949888,455606272,0,1214,MAPREDUCE,1463681277997,1463684224743
_1462211675523_243202,,119043,21,hadoop02,hive2,aggregation/aggregate,createArchiveViews,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,26145,1,1,5229,5229,26772480,1,0,67,0,0,0,120,4190,305033216,1360699392,508035072,0,0,MAPREDUCE,1463739017729,1463739032458
_1462211675523_236386,,2978860,528,hadoop02,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2556830,1,1,511366,511366,2618193920,1,0,67,0,0,0,309,13330,319868928,1357398016,488636416,0,0,MAPREDUCE,1463672695278,1463673217476
_1462211675523_219036,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,9288355,1,1,1857671,1857671,9511275520,1,0,67,0,0,0,443,23230,373436416,1365684224,461373440,0,0,,,
_1462211675523_205140,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,32750,1,1,6550,6550,33536000,1,0,67,0,0,0,131,4430,297967616,1348157440,508035072,0,0,,,
_1462211675523_224842,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,3057485,1,1,611497,611497,3130864640,1,0,67,0,0,0,295,13660,388964352,1344282624,501743616,0,0,,,
_1462211675523_206878,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,1391055,1,1,278211,278211,1424440320,1,0,67,0,0,0,198,9490,323567616,1345269760,497549312,0,0,,,
_1462211675523_226949,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,60135,1,1,12027,12027,61578240,1,0,67,0,0,0,178,6880,310042624,1356767232,511180800,0,0,,,
_1462211675523_223471,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,6665215,1,1,1333043,1333043,6825180160,1,0,67,0,0,0,245,17000,373993472,1347866624,468713472,0,0,,,
_1462211675523_218066,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,1675880,1,1,335176,335176,1716101120,1,0,67,0,0,0,273,11820,319496192,1348026368,515899392,0,0,,,
_1462211675523_212452,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,476075,1,1,95215,95215,487500800,1,0,67,0,0,0,99,8140,323837952,1367306240,510132224,0,0,,,
_1462211675523_230342,,,,,,,,true,1,0,SUCCEEDED,31,0,119181,0,0,0,118329,167164,311,0,8,1,1,726090,1,1,145218,145218,743516160,1,0,67,0,0,0,223,10200,318947328,1362178048,509607936,0,0,,,
_1462211675523_210025,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,3684080,1,1,736816,736816,3772497920,1,0,67,0,0,0,339,12640,398098432,1351262208,509083648,0,0,,,
_1462211675523_215854,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,448920,1,1,89784,89784,459694080,1,0,67,0,0,0,139,8010,313831424,1360478208,509607936,0,0,,,
_1462211675523_242365,,577933,102,hadoop05,hive2,aggregation/aggregate,pivotSends,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,432680,1,1,86536,86536,443064320,1,0,67,0,0,0,197,8590,311619584,1357336576,508559360,0,0,MAPREDUCE,1463731062763,1463731159374
_1462211675523_223095,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2968755,1,1,593751,593751,3040005120,1,0,67,0,0,0,318,13330,331059200,1346506752,494403584,0,0,,,
_1462211675523_214141,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167034,311,0,8,1,1,5597975,1,1,1119595,1119595,5732326400,1,0,67,0,0,0,145,13900,326406144,1361485824,473956352,0,1214,,,
_1462211675523_237814,,5782622,1026,hadoop04,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,5041390,1,1,1008278,1008278,5162383360,1,0,67,0,0,0,302,17650,319647744,1361002496,473956352,0,0,MAPREDUCE,1463689472199,1463690493581
_1462211675523_223669,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,5017895,1,1,1003579,1003579,5138324480,1,0,67,0,0,0,259,16270,382988288,1360920576,471859200,0,0,,,
_1462211675523_243173,,147209,26,hadoop02,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166978,311,0,8,1,1,53905,1,1,10781,10781,55198720,1,0,67,0,0,0,82,3950,305557504,1365467136,508035072,0,0,MAPREDUCE,1463738780028,1463738800337
_1462211675523_227986,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167038,311,0,8,1,1,6187885,1,1,1237577,1237577,6336394240,1,0,67,0,0,0,281,17710,366813184,1357533184,489160704,0,0,,,
_1462211675523_212037,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,1214930,1,1,242986,242986,1244088320,1,0,67,0,0,0,96,8090,313675776,1353687040,496500736,0,0,,,
_1462211675523_215873,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,343760,1,1,68752,68752,352010240,1,0,67,0,0,0,62,6440,309088256,1358106624,509083648,0,0,,,
_1462211675523_214091,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,425185,1,1,85037,85037,435389440,1,0,67,0,0,0,271,6540,323346432,1370181632,511705088,0,0,,,
_1462211675523_207783,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,1620555,1,1,324111,324111,1659448320,1,0,67,0,0,0,212,9960,326193152,1365454848,504365056,0,1214,,,
_1462211675523_208390,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,21115,1,1,4223,4223,21621760,1,0,67,0,0,0,85,4140,306155520,1369948160,508035072,0,0,,,
_1462211675523_217768,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,652905,1,1,130581,130581,668574720,1,0,67,0,0,0,117,7580,321925120,1365000192,509083648,0,0,,,
_1462211675523_212103,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,2072615,1,1,414523,414523,2122357760,1,0,67,0,0,0,231,11390,326148096,1371070464,497025024,0,0,,,
_1462211675523_242031,,248985,44,hadoop06,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118695,0,0,0,117843,166979,311,0,8,1,1,78560,1,1,15712,15712,80445440,1,0,67,0,0,0,293,7950,323289088,1373437952,510656512,0,0,MAPREDUCE,1463728001683,1463728039475
_1462211675523_210006,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,351975,1,1,70395,70395,360422400,1,0,67,0,0,0,106,6870,316452864,1364885504,506986496,0,0,,,
_1462211675523_210417,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167086,311,0,8,1,1,4543655,1,1,908731,908731,4652702720,1,0,67,0,0,0,259,15480,400121856,1366384640,493879296,0,0,,,
_1462211675523_217648,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,1815815,1,1,363163,363163,1859394560,1,0,67,0,0,0,263,11520,314834944,1356992512,503840768,0,0,,,
_1462211675523_242049,,588448,104,hadoop04,hive2,aggregation/aggregate,archiveMTA,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,433040,1,1,86608,86608,443432960,1,0,67,0,0,0,165,8370,306880512,1344438272,508035072,0,0,MAPREDUCE,1463728147801,1463728246492
_1462211675523_212175,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,280280,1,1,56056,56056,287006720,1,0,67,0,0,0,60,5730,323923968,1365991424,509607936,0,0,,,
_1462211675523_226310,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,1232760,1,1,246552,246552,1262346240,1,0,67,0,0,0,281,11780,311304192,1355583488,509083648,0,0,,,
_1462211675523_243745,,3537318,628,hadoop05,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,3049260,1,1,609852,609852,3122442240,1,0,67,0,0,0,382,12780,324571136,1364336640,496500736,0,0,MAPREDUCE,1463743988882,1463744610954
_1462211675523_205042,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167034,311,0,8,1,1,876660,1,1,175332,175332,897699840,1,0,67,0,0,0,130,7290,312238080,1344425984,495452160,0,0,,,
_1462211675523_235848,,20024114,3555,hadoop02,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,17707615,1,1,3541523,3541523,18132597760,1,0,67,0,0,0,389,31910,330629120,1368530944,444071936,0,0,MAPREDUCE,1463665101557,1463668650313
_1462211675523_212952,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,356760,1,1,71352,71352,365322240,1,0,67,0,0,0,150,8010,320606208,1369812992,510656512,0,0,,,
_1462211675523_216630,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,1078775,1,1,215755,215755,1104665600,1,0,67,0,0,0,134,8280,322584576,1363107840,510132224,0,1214,,,
_1462211675523_211745,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,1403965,1,1,280793,280793,1437660160,1,0,67,0,0,0,127,9150,335314944,1365356544,497549312,0,0,,,
_1462211675523_223988,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,705010,1,1,141002,141002,721930240,1,0,67,0,0,0,343,9800,324816896,1363443712,511180800,0,0,,,
_1462211675523_208080,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,367470,1,1,73494,73494,376289280,1,0,67,0,0,0,133,7330,309440512,1344331776,509083648,0,0,,,
_1462211675523_218619,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,486445,1,1,97289,97289,498119680,1,0,67,0,0,0,226,9290,320626688,1374142464,509083648,0,384,,,
_1462211675523_235166,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,49825,1,1,9965,9965,51020800,1,0,67,0,0,0,76,4230,307826688,1372131328,508559360,0,0,,,
_1462211675523_220878,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,24290,1,1,4858,4858,24872960,1,0,67,0,0,0,190,4060,306970624,1369333760,508035072,0,0,,,
_1462211675523_234996,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167017,311,0,8,1,1,451005,1,1,90201,90201,461829120,1,0,67,0,0,0,130,8870,314580992,1357758464,510132224,0,0,,,
_1462211675523_211606,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,55180,1,1,11036,11036,56504320,1,0,67,0,0,0,54,5330,298737664,1357373440,508035072,0,0,,,
_1462211675523_208093,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,65970,1,1,13194,13194,67553280,1,0,67,0,0,0,194,7210,313868288,1345335296,508035072,0,0,,,
_1462211675523_245104,,129192,22,hadoop05,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,48835,1,1,9767,9767,50007040,1,0,67,0,0,0,46,3630,296456192,1344860160,508035072,0,0,MAPREDUCE,1463755961496,1463755980156
_1462211675523_216643,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,45285,1,1,9057,9057,46371840,1,0,67,0,0,0,61,5110,316837888,1355022336,509607936,0,0,,,
_1462211675523_213009,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,21975,1,1,4395,4395,22502400,1,0,67,0,0,0,123,4870,298872832,1364393984,508035072,0,0,,,
_1462211675523_234337,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,16153155,1,1,3230631,3230631,16540830720,1,0,67,0,0,0,538,32680,328269824,1372770304,450363392,0,0,,,
_1462211675523_211231,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,421350,1,1,84270,84270,431462400,1,0,67,0,0,0,218,8610,312012800,1358925824,510656512,0,0,,,
_1462211675523_222635,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,4885850,1,1,977170,977170,5003110400,1,0,67,0,0,0,275,16030,322928640,1362640896,497025024,0,0,,,
_1462211675523_240923,,23527995,4177,hadoop06,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,20756820,1,1,4151364,4151364,21254983680,1,0,67,0,0,0,505,37560,303509504,1357815808,440926208,0,0,MAPREDUCE,1463717715582,1463721887101
_1462211675523_209058,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,45575,1,1,9115,9115,46668800,1,0,67,0,0,0,68,4280,315002880,1368166400,508035072,0,1214,,,
_1462211675523_206626,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,53515,1,1,10703,10703,54799360,1,0,67,0,0,0,61,5210,313188352,1355714560,508035072,0,0,,,
_1462211675523_215809,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,22640,1,1,4528,4528,23183360,1,0,67,0,0,0,99,4670,302997504,1360732160,508035072,0,0,,,
_1462211675523_223704,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,2284340,1,1,456868,456868,2339164160,1,0,67,0,0,0,365,13170,326008832,1344278528,494927872,0,0,,,
_1462211675523_208276,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,1916880,1,1,383376,383376,1962885120,1,0,67,0,0,0,150,9770,319754240,1345069056,503840768,0,0,,,
_1462211675523_221697,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,437065,1,1,87413,87413,447554560,1,0,67,0,0,0,149,7390,318115840,1344458752,510656512,0,0,,,
_1462211675523_235043,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,3028265,1,1,605653,605653,3100943360,1,0,67,0,0,0,337,13820,320503808,1362063360,500170752,0,0,,,
_1462211675523_215608,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2029855,1,1,405971,405971,2078571520,1,0,67,0,0,0,172,11000,330510336,1345077248,499122176,0,0,,,
_1462211675523_221337,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,1636205,1,1,327241,327241,1675473920,1,0,67,0,0,0,189,9910,329465856,1361666048,498073600,0,0,,,
_1462211675523_210860,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167011,311,0,8,1,1,495885,1,1,99177,99177,507786240,1,0,67,0,0,0,136,8310,312573952,1357041664,508035072,0,0,,,
_1462211675523_211880,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,5534570,1,1,1106914,1106914,5667399680,1,0,67,0,0,0,225,14910,373952512,1355010048,472907776,0,0,,,
_1462211675523_216182,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,332870,1,1,66574,66574,340858880,1,0,67,0,0,0,113,8440,311779328,1359368192,509083648,0,0,,,
